                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.5452,                 2.3947,                 3.0586,                0.80314,                0.71154,                0.77759,                0.42743,                 1.6537,                 1.7662,                 2.0537,               0.070023,              0.0033308,              0.0033308
